% Point Number, Decimal Latitude, Decimal Longitude
1862, 42.4312, -64.6470
1863, 42.4231, -64.6710
1864, 42.4008, -64.7162
1865, 42.3931, -64.7409
1866, 42.3689, -64.7831
1867, 42.3664, -64.8011
1868, 42.3533, -64.8442
1869, 42.3472, -64.8661
1870, 42.3276, -64.8865
1871, 42.2954, -64.9014
1872, 42.2744, -64.9334
1873, 42.2623, -64.9664
1874, 42.2564, -65.0144
